Country Name+A1:AK40;Country Code;Variable;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Chad;TCD;School enrollment, secondary (% net);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,1114;6,99402;7,24649;8,40238;9,58813;10,5173;..;..;..;..;..;..;..;..;..;..;..;18,44135;18,8551;..;..;..;..;..;..;..
Chad;TCD;School enrollment, secondary (% gross);..;..;..;..;..;..;..;..;..;..;..;1,891870022;2,039599895;..;2,139509916;2,336440086;2,644769907;3,097599983;..;..;..;..;..;..;..;5,828909874;..;5,2292099;..;5,419960022;6,232629776;..;..;..;7,312379837;8,377329826;8,671339989;9,011159897;9,925299644;10,5303297;11,29491043;13,02464008;13,82713032;15,25794029;15,65886021;15,99122047;16,35063934;18,86610985;21,46174049;23,49398041;23,10526085;23,57679939;22,85273933;25,37639046;23,63991928;23,02865982;23,35150909;21,35400963;20,76958084;20,98353004;..;24,09185982;..;..
Chad;TCD;Price of electricity (US cents per kWh);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;25,7;25,4;24,7;23,2;20,5;21,2;..;..;..;..
Chad;TCD;Electric power consumption (kWh per capita);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Chad;TCD;Electricity production (kWh);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,00E+07;8,70E+07;8,40E+07;8,60E+07;8,50E+07;8,90E+07;9,00E+07;9,00E+07;9,10E+07;9,20E+07;9,50E+07;1,00E+08;1,07E+08;1,15E+08;1,22E+08;1,29E+08;1,30E+08;1,29E+08;1,50E+08;1,83E+08;2,00E+08;2,18E+08;2,05E+08;2,25E+08;2,25E+08;2,28E+08;..;..;..;..;..;..;..;..
Chad;TCD;Manufacturing, value added (% of GDP);6,057908423;6,58449686;5,875977482;6,190556986;6,632382757;6,055459469;8,992159675;10,63448137;11,56111614;10,59768969;10,3961214;10,46630774;10,63360489;12,06612605;12,17404033;12,17177663;11,13538847;10,88122098;10,37590789;..;..;..;..;11,02968595;12,87580206;10,15665201;11,55543568;10,95484474;10,25596904;12,75063024;13,72107812;10,32066898;10,27738985;10,7793897;9,067988235;10,98750911;10,12948238;11,54361395;10,77824247;9,780753893;8,588088903;9,211454147;9,062188908;7,671362554;5,020708816;0,232607691;0,695835858;0,675446632;0,767680705;0,996386264;0,972748014;1,726396538;2,058839922;2,720242879;2,687991149;2,778290083;2,955106324;2,925709554;2,873903769;2,854010194;3,191500401;..;..;..
Chad;TCD;Manufacturing, value added (constant 2015 US$);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;136917001,3;145612503,1;158612006,8;174262989,8;193867575,9;217560279,1;275648873,9;312034525,1;304233662,2;297835079,2;272844722,8;274481886,2;276952302,7;276400014,1;..;..;..
Chad;TCD;Population, total;3028688;3087657;3148242;3210296;3273419;3336338;3398664;3461664;3526770;3595152;3667394;3742534;3824399;3912905;4000559;4084110;4163051;4238551;4313479;4402942;4408230;4409225;4622828;4859173;4920556;4967590;5118160;5300852;5483038;5670619;5827069;6042428;6302926;6448280;6592998;6888856;7200291;7450874;7709115;7981889;8259137;8538804;8838369;9196366;9613503;10005012;10365614;10722731;11098664;11496128;11894727;12317730;12754906;13216766;13697126;14140274;14592585;15085884;15604210;16126866;16644701;17179740;17723315;18278568
Comoros;COM;Fertility rate, total (births per woman);6,792;6,849;6,897;6,939;6,975;7,004;7,027;7,044;7,055;7,06;7,061;7,098;7,119;7,142;7,134;7,121;7,114;7,101;7,097;7,104;7,082;7,077;7,067;7,046;7,011;6,96;6,894;6,817;6,725;6,618;6,497;6,358;6,205;6,052;5,897;5,784;5,69;5,593;5,492;5,372;5,297;5,254;5,206;5,149;5,095;5,03;4,955;4,882;4,826;4,791;4,759;4,721;4,641;4,568;4,492;4,418;4,348;4,278;4,196;4,125;4,052;3,978;3,912;..
Comoros;COM;Gross savings (% of GDP);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,612753528;12,45054373;9,432133262;9,062354426;15,02726928;15,29314084;10,02558421;11,4210651;11,64934735;13,13023601;10,20689066;9,489899108;10,65864901;12,35203294;13,80934467;9,637520357;..;..;..;..;..;..;..;4,425297772;6,840510104;8,559628634;10,45837488;12,7926145;11,80705058;13,87334643;13,84310945;10,80097311;12,03099703;..;9,819688788;13,47664038;8,212049945;11,37715079;12,20801707;10,35397928;9,941945187;14,74876073;15,44507341;..
Comoros;COM;Bank deposits to GDP (%);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,791651;3,811285;2,498018;2,982542;3,003506;2,981131;3,607956;3,731652;3,628281;2,896116;3,1933;2,893058;2,974945;2,795524;2,952945;2,83198;2,595309;2,483466;3,007993;8,872549;9,756708;9,10918;8,28178;9,272939;10,39794;10,77088;12,4011;13,40037;14,87633;15,20417;16,73811;16,36124;16,78083;18,98779;21,00926;19,55628;20,20429;20,52533;22,92402;26,61887;22,92402;26,61887
Comoros;COM;Literacy rate, youth total (% of people ages 15-24);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;61,71302032;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;80,1857605;..;..;..;..;..;..;..;..;..;..;..;71,58126831;..;..;..;..;..;..;..;..;..;82,01999664;..
Comoros;COM;Literacy rate, adult total (% of people ages 15 and above);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;47,91923141;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;68,48922729;..;..;..;..;..;..;..;..;..;..;..;49,19614029;..;..;..;..;..;..;..;..;..;61,70999908;..
Comoros;COM;School enrollment, secondary (% net);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;44,41592;44,7685;..;..;42,9786;50,35748;..;..;..;..;..
Comoros;COM;School enrollment, secondary (% gross);..;..;..;..;..;..;..;..;..;..;..;3,450710058;..;6,566040039;7,742980003;..;..;..;..;..;..;27,63746071;..;..;..;..;36,06219864;34,92895889;..;..;..;..;23,12891006;..;24,21268082;..;..;..;..;32,10329056;..;..;35,7023201;39,24407959;42,73566055;..;..;..;..;..;..;..;..;59,08190918;60,55020905;..;..;57,2523613;62,86949921;..;..;..;..;..
Comoros;COM;Price of electricity (US cents per kWh);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32,9;32,6;27,9;27,4;26,8;28,1;..;..;..;..
Comoros;COM;Electric power consumption (kWh per capita);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Comoros;COM;Electricity production (kWh);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,60E+07;1,60E+07;1,70E+07;1,70E+07;1,80E+07;1,90E+07;2,10E+07;2,30E+07;2,50E+07;2,70E+07;2,90E+07;3,10E+07;3,30E+07;3,50E+07;4,39E+07;4,75E+07;5,01E+07;4,68E+07;4,30E+07;4,64E+07;6,36E+07;5,74E+07;5,84E+07;5,61E+07;5,46E+07;4,19E+07;..;..;..;..;..;..;..;..
Comoros;COM;Manufacturing, value added (% of GDP);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Comoros;COM;Manufacturing, value added (constant 2015 US$);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Comoros;COM;Population, total;194852;198617;202527;206546;210665;214939;219369;224321;229971;236002;242351;249066;256187;263728;271719;280036;288810;298152;307938;318123;328328;337986;347053;356137;365664;375650;386068;396887;408070;419584;431119;442277;452990;463318;473478;483760;494288;505033;515959;526443;536758;547741;559047;570130;581154;592683;604658;616899;629470;642493;656024;670071;684553;699393;714612;730216;746232;761664;776313;790986;806166;821625;836774;852075
Congo, Dem. Rep.;COD;Fertility rate, total (births per woman);6,08;6,107;6,132;6,157;6,183;6,211;6,237;6,268;6,298;6,319;6,343;6,378;6,402;6,411;6,416;6,424;6,425;6,429;6,441;6,456;6,465;6,486;6,498;6,548;6,599;6,646;6,693;6,741;6,73;6,735;6,702;6,685;6,667;6,644;6,668;6,712;6,72;6,729;6,73;6,721;6,718;6,7;6,672;6,64;6,618;6,597;6,59;6,582;6,578;6,591;6,587;6,582;6,559;6,527;6,483;6,437;6,392;6,349;6,302;6,253;6,206;6,156;6,106;..
Congo, Dem. Rep.;COD;Gross savings (% of GDP);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7,362421753;11,8250329;13,0705812;3,453186646;8,543636163;19,94035795;19,16813834;8,1580008;12,53924975;15,39313469;12,30906285;10,85437233;21,6499453;15,84159521;14,48770795;22,441779;26,45907905;..;..
Congo, Dem. Rep.;COD;Bank deposits to GDP (%);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,080477;1,22797;1,282903;1,574139;2,49808;2,458991;3,33108;4,61567;6,104351;7,23583;7,395767;7,057013;8,077475;9,136002;9,637972;10,08148;11,14368;10,22988;10,48693;12,79336;18,34319;20,87338;18,34319;20,87338
Congo, Dem. Rep.;COD;Literacy rate, youth total (% of people ages 15-24);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;70,41625977;..;..;..;..;..;65,7765274;..;..;..;..;83,59754944;85,97999573;..;..;84,98950958;..;..;..;..;..;88,09999847;..
Congo, Dem. Rep.;COD;Literacy rate, adult total (% of people ages 15 and above);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;67,17298889;..;..;..;..;..;61,20555115;..;..;..;..;75,01718903;..;..;..;77,04267883;..;..;..;..;..;80,54000092;..
Congo, Dem. Rep.;COD;School enrollment, secondary (% net);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;16,48841;17,6214;18,30653;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Congo, Dem. Rep.;COD;School enrollment, secondary (% gross);..;..;..;..;..;..;..;..;..;..;..;9,6541996;11,24034023;11,95411015;11,96728039;15,45201015;17,13439941;19,4371109;22,07332993;24,97352028;24,48934937;24,13412094;23,82041931;23,54393959;23,3061409;23,07634926;22,95774078;22,87706947;24,15056992;..;..;..;22,35519028;24,12215996;25,64896965;27,61198997;..;..;..;..;..;..;..;..;..;..;..;34,51015854;36,82091904;38,44057846;38,1317482;40,1614418;40,05627823;39,87744141;42,7313385;43,82403946;..;..;..;..;..;56,88602066;..;..
Congo, Dem. Rep.;COD;Price of electricity (US cents per kWh);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11,5;11,7;10;10;10;10;..;..;..;..
Congo, Dem. Rep.;COD;Electric power consumption (kWh per capita);..;..;..;..;..;..;..;..;..;..;..;161,1069248;157,6616141;166,1030298;168,0296805;166,1409513;161,1920279;158,3083173;148,0297374;141,6065315;148,940311;133,5868959;128,0333095;135,1827734;137,7516863;143,7335282;145,7204339;140,5575728;140,236821;162,8673334;125,8768972;121,1459276;112,2291064;100,6042216;98,23668996;104,5839731;101,6122208;93,27967361;91,27251712;92,53134812;93,56940798;92,34301941;86,62060799;87,19000631;85,37714451;86,66628812;98,62691398;102,0411176;98,21730294;103,7649903;101,7754491;105,0335268;109,0596098;113,6808823;105,2796488;..;..;..;..;..;..;..;..;..
Congo, Dem. Rep.;COD;Electricity production (kWh);..;..;..;..;..;..;..;..;..;..;..;3550000000;3550000000;3850000000;3480000000;3800000000;4090000000;4140000000;4080000000;4130000000;4450000000;4350000000;4280000000;4620000000;4840000000;5170000000;5410000000;5390000000;5390000000;6940000000;5650000000;5280000000;6070000000;5550000000;5310000000;6180000000;6110000000;5040000000;4730000000;5320000000;6000000000;5980000000;6120000000;6170000000;7090000000;7400000000;7540000000;7860000000;7530000000;7830000000;7880000000;7,90E+09;7,60E+09;8,24E+09;8,83E+09;8,94E+09;..;..;..;..;..;..;..;..
Congo, Dem. Rep.;COD;Manufacturing, value added (% of GDP);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;..;..;..;8,838558515;6,250000078;5,943002492;5,014597361;9,908318104;19,80768858;21,21679056;18,29840586;17,64150584;16,40353329;15,47259661;17,00603069;14,91703195;18,87568198;16,22164855;15,3588925;15,36134868;15,38523319;15,55441347;17,1286573;18,26439236;19,48703808;18,21351466;19,47791945;18,99122966;17,72089052;17,01581293;17,95150179
Congo, Dem. Rep.;COD;Manufacturing, value added (constant 2015 US$);..;..;..;..;..;..;..;..;16724822305;18509184224;17077542746;18046810039;18906260314;20581048506;22278068046;20295144293;18685363329;18289844299;15974743556;15050161705;15579292648;15820699564;15579544589;16029187651;17309471064;18312549252;19094792089;19552426975;19115105226;18334560016;15649684706;12287542637;8901211542;7812748111;7232234749;8054629174;7829099397;6122355805;5240736357;6110698945;5444632716;4674923147;4876401317;4658657983;4859611469;4880026874;4646275639;4978714449;5057480533;4558180344;4407062959;4485746661;4719966049;5194493860;5710596359;6494794000;7056302915;7230908023;7169697783;7607946625;7059590203;7349868033;7528835916;7725613762
Congo, Dem. Rep.;COD;Population, total;15276558;15673284;16086084;16517995;16965855;17438254;17941738;18472105;19022799;19583123;20151733;20712952;21273409;21853906;22448415;23052715;23655016;24256464;25015244;25902760;26708686;27457783;28219219;29005175;29879852;30800051;31725132;32712574;33750052;34825891;35987541;37194812;38332302;39580844;41511985;43285791;44118709;44822198;45895524;47227238;48616317;50106657;51662071;53205639;54815607;56550247;58381630;60289422;62249724;64270232;66391257;68654269;70997870;73460021;76035588;78656904;81430977;84283273;87087355;89906890;92853164;95894118;99010212;102262808
Congo, Rep.;COG;Fertility rate, total (births per woman);6,085;6,093;6,099;6,147;6,183;6,229;6,267;6,29;6,327;6,35;6,376;6,416;6,444;6,42;6,39;6,356;6,317;6,271;6,21;6,143;6,065;5,984;5,898;5,811;5,725;5,645;5,571;5,487;5,395;5,305;5,214;5,16;5,111;5,057;5;4,973;4,966;4,962;4,926;4,853;4,764;4,712;4,719;4,7;4,687;4,663;4,656;4,666;4,733;4,792;4,822;4,791;4,75;4,691;4,626;4,564;4,487;4,433;4,367;4,296;4,234;4,171;4,095;..
Congo, Rep.;COG;Gross savings (% of GDP);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8,129910081;17,91013447;26,12098435;25,04728798;39,25060045;36,13413773;40,48752461;24,87331121;18,34994921;24,99591799;5,351777056;14,59950074;31,77735958;17,57838975;32,33210207;21,21146426;28,8079533;-2,301749668;-0,209248289;9,274813012;6,024347448;17,68209574;36,17262974;22,02523532;23,5482737;30,74157345;17,04504335;32,69808848;42,00490423;33,3484708;43,49245367;40,19205721;54,04430634;50,08982623;57,50172585;57,85017645;56,63817462;39,5434873;24,86954741;..;..;37,57940265;36,29299152;38,85055027;..;..
Congo, Rep.;COG;Bank deposits to GDP (%);13,68421;13,19892;12,47549;8,053988;6,833874;5,945489;5,830845;6,447182;6,858658;6,597188;7,603515;7,39164;6,158977;6,453885;7,877576;7,425334;8,641529;8,23855;8,172151;8,046013;8,428526;12,74531;14,30628;13,22382;13,89901;16,66731;12,90433;12,55667;11,79891;11,09304;12,1682;11,91468;12,35208;8,279729;7,432401;5,993134;6,337001;6,937777;7,592958;6,361993;7,613312;4,548655;6,473032;6,200526;6,175051;6,331885;8,439455;10,27906;11,03833;13,60121;14,11765;18,51874;17,91487;17,96434;20,97856;22,87346;22,87646;18,7823;14,9619;15,82234;..;..;..;..
Congo, Rep.;COG;Literacy rate, youth total (% of people ages 15-24);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;87,49617004;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;78,56835175;..;..;..;..;..;80,91394806;..;..;..;..;..;..;..;..;..;82,36000061;..;..
Congo, Rep.;COG;Literacy rate, adult total (% of people ages 15 and above);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;59,61912155;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;76,11479187;..;..;..;..;..;79,31117249;..;..;..;..;..;..;..;..;..;80,61000061;..;..
Congo, Rep.;COG;School enrollment, secondary (% net);..;..;..;..;..;..;..;..;..;..;..;..;17,23066;..;28,10853;..;36,2393;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Congo, Rep.;COG;School enrollment, secondary (% gross);..;..;..;..;..;..;..;..;..;..;..;15,9177103;18,90156937;23,86808014;30,51099014;35,83145142;40,38362885;46,75957108;50,63647079;53,45906067;55,06224823;62,74103165;66,76235199;65,9487381;61,8671608;60,63941956;64,89489746;66,61546326;62,4031105;53,60031128;47,15972137;46,09019089;47,02384949;..;49,64096069;..;48,14118958;..;..;..;..;..;36,58237839;37,64511108;42,34869003;..;..;..;..;..;..;..;50,78236008;..;..;..;..;..;65,6210022;..;..;..;..;..
Congo, Rep.;COG;Price of electricity (US cents per kWh);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11,1;11,1;12,4;10,6;8,2;8,1;..;..;..;..
Congo, Rep.;COG;Electric power consumption (kWh per capita);..;..;..;..;..;..;..;..;..;..;..;53,46631865;54,53539212;59,39680262;60,11592882;62,77174164;65,44903442;67,40199311;69,25338555;73,25728742;80,90721036;68,42943749;103,0531995;98,88049856;148,8705571;112,481849;175,0701104;178,1917105;166,4199214;168,1631027;171,8764083;182,6577105;175,3301721;158,4322989;142,3636868;149,5090451;152,6666063;128,6939959;111,3318076;69,61343659;95,40431968;103,5616288;114,6748368;114,1721512;104,4309192;115,7143017;123,5143207;122,841149;132,7757567;140,9367124;134,9742355;141,5727357;205,3781493;204,0154381;194,3431777;..;..;..;..;..;..;..;..;..
Congo, Rep.;COG;Electricity production (kWh);..;..;..;..;..;..;..;..;..;..;..;88000000;102000000;96000000;99000000;105000000;114000000;104000000;66000000;130000000;155000000;158000000;195000000;234000000;253000000;294000000;270000000;281000000;292000000;400000000;493000000;480000000;428000000;362000000;324000000;354000000;458000000;453000000;344000000;111000000;296000000;334000000;396000000;399000000;397000000;433000000;453000000;407000000;461000000;539000000;7,84E+08;1,29E+09;1,70E+09;1,71E+09;1,74E+09;1,73E+09;..;..;..;..;..;..;..;..
Congo, Rep.;COG;Manufacturing, value added (% of GDP);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,379732224;8,431380784;7,491673141;6,33191619;4,774649014;5,518019144;4,851348983;5,624228471;9,644565183;8,653424468;8,636875569;6,860816065;8,346456693;8,937166645;7,895414735;7,985791343;7,75683049;8,132929369;6,701546511;5,458434757;6,955916877;5,4647071;3,47655398;4,51105795;5,320917858;6,024214982;4,980047235;6,413569524;6,195278882;6,468566486;5,596268705;6,776695437;5,312176872;5,242004896;4,257282114;5,920856148;6,059907203;8,367640193;11,46707006;12,37639836;9,207022629;9,569292646;12,85319627;..;..;..
Congo, Rep.;COG;Manufacturing, value added (constant 2015 US$);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;206261131,7;206261131,7;239708574,1;287212926,7;306064851,2;402541669,1;426938133,6;467968552,1;439136477;442274528,2;470973642,1;476839999,3;506527796,6;524762797,3;498524657,4;489551213,1;403879751,6;426088633,9;429923431,8;349312788,5;356425491,8;334499488,2;378780849,1;468299283,5;547942018,9;602895506,3;653866857,1;707227489,6;786763339;808629124,3;823318144;892854376,3;972470780,6;1027220059;961314079,1;1132589552;1121365900;1040498810;1152512035;1096655562;997995265,9;973311621;980116021,5;..;..;..
Congo, Rep.;COG;Population, total;1055693;1083431;1112348;1142600;1174269;1207412;1242116;1278312;1316130;1355699;1396989;1440159;1485274;1532069;1580280;1624935;1665418;1706181;1747207;1788218;1829256;1870540;1911634;1951851;2001739;2062555;2124863;2188654;2253336;2319177;2385435;2452675;2520958;2594168;2669220;2742309;2816595;2875037;2937166;3016659;3134030;3254101;3331158;3424653;3543012;3672839;3813323;3956329;4089602;4257230;4437884;4584216;4713257;4828066;4944861;5064386;5186824;5312340;5441062;5570733;5702174;5835806;5970424;6106869
Cote d'Ivoire;CIV;Fertility rate, total (births per woman);7,691;7,72;7,75;7,781;7,811;7,841;7,868;7,893;7,912;7,927;7,936;7,941;7,942;7,939;7,929;7,91;7,877;7,828;7,669;7,628;7,587;7,541;7,487;7,423;7,349;7,265;7,184;7,078;6,963;6,844;6,73;6,606;6,456;6,306;6,161;6,089;6,005;5,951;5,896;5,847;5,814;5,756;5,705;5,642;5,545;5,46;5,376;5,296;5,221;5,152;5,088;5,029;4,974;4,92;4,867;4,813;4,759;4,742;4,611;4,538;4,472;4,418;4,342;..
Cote d'Ivoire;CIV;Gross savings (% of GDP);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;-18,75292344;-18,2668801;-19,90297447;-13,9842172;-12,23455871;-11,36763315;-12,44902869;-9,90077029;-8,314578663;22,78909982;22,43247102;22,43146757;19,2374427;17,86864201;18,90938405;17,74787182;19,05099755;18,18976124;..
Cote d'Ivoire;CIV;Bank deposits to GDP (%);9,512685;8,975739;8,013731;7,706375;11,01533;10,96273;10,53657;11,01727;12,8058;15,91693;16,22172;15,75195;14,93671;16,00787;19,3816;18,2888;21,66517;24,99935;23,24153;19,14803;17,24871;17,88383;17,62527;17,53934;18,1328;20,11197;20,32398;20,57058;21,0939;19,66399;19,50649;19,81093;19,69503;17,59062;17,66493;17,77635;10,91027;9,782409;9,046545;9,075431;8,629765;8,309958;9,764173;9,558873;10,09178;10,35212;11,01191;12,7497;12,44942;13,41341;14,50069;17,402;17,53925;17,38276;18,32971;19,68866;19,61902;20,92923;22,59575;23,53886;27,70216;30,40386;27,70216;30,40386
Cote d'Ivoire;CIV;Literacy rate, youth total (% of people ages 15-24);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;48,50848007;..;..;..;..;..;..;..;..;..;47,05870819;..;60,72365189;..;..;..;..;..;..;..;..;..;..;..;48,30995941;..;53,02069092;..;..;..;..;83,62647247;..;..;..;..
Cote d'Ivoire;CIV;Literacy rate, adult total (% of people ages 15 and above);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;34,13927841;..;..;..;..;..;..;..;..;..;36,3502388;..;48,7407608;..;..;..;..;..;..;..;..;..;..;..;40,98162842;..;43,90842056;..;..;..;..;89,89341736;..;..;..;..
Cote d'Ivoire;CIV;School enrollment, secondary (% net);..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;30,17366;..;34,6828;37,99436;40,19814;..;..;..;..;..
Cote d'Ivoire;CIV;School enrollment, secondary (% gross);..;..;..;..;..;..;..;..;..;..;..;9,109760284;10,06070995;10,96323013;10,70576954;11,33845043;12,33160973;12,31523991;13,13926029;14,42942047;16,38705063;18,06480026;..;19,00160027;19,30514908;19,93263054;..;19,7394104;..;..;..;..;..;..;..;..;..;..;..;23,03112984;..;..;..;..;..;..;..;..;..;..;..;..;..;..;38,4756012;41,66373825;43,8949585;46,8549614;49,04579926;52,21115112;54,65253067;57,2815094;55,06694031;..
Cote d'Ivoire;CIV;Electric power consumption (kWh per capita);..;..;..;..;..;..;..;..;..;..;..;90,40252204;97,15745059;106,9138758;109,483651;117,8876918;131,1830697;140,7785973;154,2693657;191,0867534;176,9067452;183,9561261;182,7199661;175,2845546;130,6461998;150,4404573;151,6086228;171,1445906;175,7643826;161,3023811;160,6140444;148,3515315;152,7459135;143,7320222;145,7729644;175,1082381;160,0167876;169,7374052;183,8074177;172,4592121;170,4200142;178,0757704;172,1340042;169,4040406;168,0246049;166,1024928;175,7239344;180,9998133;189,4840408;194,5084773;209,0431449;192,0426896;229,842633;229,2019482;270,5740305;..;..;..;..;..;..;..;..;..
Cote d'Ivoire;CIV;Electricity production (kWh);..;..;..;..;..;..;..;..;..;..;..;588000000;692000000;796000000;854000000;962000000;1120000000;1240000000;1410000000;1820000000;1750000000;1890000000;1950000000;1940000000;1500000000;1780000000;1860000000;2170000000;2310000000;2200000000;1980000000;1820000000;1850000000;2190000000;2360000000;2950000000;3260000000;4030000000;4020000000;4820000000;4800000000;4890000000;5290000000;5090000000;5520000000;5680000000;5660000000;5630000000;5800000000;5910000000;5990000000;6,10E+09;7,02E+09;7,65E+09;8,29E+09;8,71E+09;..;..;..;..;..;..;..;..
